fixture_id,world_cup_year,round,time_elapsed,time_extra,team_id,team_name,player_id,player_name,assist_id,assist_name,event_type,event_detail,event_type_detail,is_goal,goal_type,is_penalty,is_own_goal,is_assist,card_type,substitution_order,player_in,player_out,var_decision,comments,time_bucket,is_first_half,is_second_half,is_extra_time,is_injury_time,is_late_event
208345,2014,Group Stage - 2,84,,6,Brazil,12692,Oscar,2294.0,Willian,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,Oscar,Willian,,,76-90,False,True,False,False,True
208345,2014,Group Stage - 2,84,,16,Mexico,105371,G. dos Santos,2887.0,R. Jiménez,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,G. dos Santos,R. Jiménez,,,76-90,False,True,False,False,True
208344,2014,Group Stage - 1,56,,17,South Korea,34522,Chu-Young Park,34441.0,Keun-Ho Lee,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,Chu-Young Park,Keun-Ho Lee,,,46-60,False,True,False,False,False
208344,2014,Group Stage - 1,59,,4,Russia,1219,O. Shatov,835.0,A. Dzagoev,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,O. Shatov,A. Dzagoev,,,46-60,False,True,False,False,False
208344,2014,Group Stage - 1,68,,17,South Korea,34441,Keun-Ho Lee,34655.0,Kook-Young Han,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208344,2014,Group Stage - 1,71,,4,Russia,1220,Y. Zhirkov,104610.0,A. Kerzhakov,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Y. Zhirkov,A. Kerzhakov,,,61-75,False,True,False,False,False
208344,2014,Group Stage - 1,72,,4,Russia,1780,D. Glushakov,477.0,I. Denisov,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,D. Glushakov,I. Denisov,,,61-75,False,True,False,False,False
208344,2014,Group Stage - 1,72,,17,South Korea,34376,Jeong-Ho Hong,33331.0,Seok-Ho Hwang,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Jeong-Ho Hong,Seok-Ho Hwang,,,61-75,False,True,False,False,False
208344,2014,Group Stage - 1,74,,4,Russia,104610,A. Kerzhakov,1773.0,A. Eshchenko,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208344,2014,Group Stage - 1,84,,17,South Korea,186,Heung-Min Son,34428.0,Bo-Kyung Kim,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,Heung-Min Son,Bo-Kyung Kim,,,76-90,False,True,False,False,True
208346,2014,Group Stage - 2,20,,1118,Netherlands,516,A. Robben,531.0,D. Blind,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,16-30,True,False,False,False,False
208346,2014,Group Stage - 2,21,,20,Australia,77105,T. Cahill,45031.0,R. McGowan,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,16-30,True,False,False,False,False
208346,2014,Group Stage - 2,45,3.0,1118,Netherlands,19497,B. Martins Indi,667.0,M. Depay,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,B. Martins Indi,M. Depay,,,31-45,True,False,False,True,False
208346,2014,Group Stage - 2,51,,20,Australia,104161,M. Bresciano,44866.0,O. Bozanić,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,M. Bresciano,O. Bozanić,,,46-60,False,True,False,False,False
208346,2014,Group Stage - 2,54,,20,Australia,19189,M. Jedinak,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,46-60,False,True,False,False,False
208346,2014,Group Stage - 2,58,,1118,Netherlands,37162,R. van Persie,667.0,M. Depay,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,46-60,False,True,False,False,False
208346,2014,Group Stage - 2,68,,1118,Netherlands,667,M. Depay,1815.0,J. de Guzmán,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208346,2014,Group Stage - 2,69,,20,Australia,77105,T. Cahill,6880.0,B. Halloran,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,T. Cahill,B. Halloran,,,61-75,False,True,False,False,False
208346,2014,Group Stage - 2,77,,20,Australia,7055,T. Oar,34711.0,A. Taggart,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,T. Oar,A. Taggart,,,76-90,False,True,False,False,False
208346,2014,Group Stage - 2,78,,1118,Netherlands,1815,J. de Guzmán,300.0,G. Wijnaldum,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,J. de Guzmán,G. Wijnaldum,,,76-90,False,True,False,False,False
208346,2014,Group Stage - 2,87,,1118,Netherlands,37162,R. van Persie,1992.0,J. Lens,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,R. van Persie,J. Lens,,,76-90,False,True,False,False,True
208347,2014,Group Stage - 2,20,,2383,Chile,35534,E. Vargas,974.0,C. Aránguiz,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,16-30,True,False,False,False,False
208347,2014,Group Stage - 2,43,,2383,Chile,974,C. Aránguiz,,,Goal,Normal Goal,Normal Goal,True,Normal,False,False,False,,,,,,,31-45,True,False,False,False,False
208347,2014,Group Stage - 2,46,,9,Spain,90657,Xabi Alonso,50.0,Koke,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,Xabi Alonso,Koke,,,46-60,False,True,False,False,False
208347,2014,Group Stage - 2,64,,9,Spain,54,Diego Costa,33413.0,Fernando Torres,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Diego Costa,Fernando Torres,,,61-75,False,True,False,False,False
208347,2014,Group Stage - 2,64,,2383,Chile,974,C. Aránguiz,51260.0,F. Gutiérrez,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,C. Aránguiz,F. Gutiérrez,,,61-75,False,True,False,False,False
208347,2014,Group Stage - 2,76,,9,Spain,2299,Pedro,1695.0,Cazorla,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,Pedro,Cazorla,,,76-90,False,True,False,False,False
208347,2014,Group Stage - 2,85,,2383,Chile,35534,E. Vargas,11430.0,J. Valdivia,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,E. Vargas,J. Valdivia,,,76-90,False,True,False,False,True
208347,2014,Group Stage - 2,88,,2383,Chile,151,A. Vidal,11425.0,C. Carmona,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,A. Vidal,C. Carmona,,,76-90,False,True,False,False,True
208348,2014,Group Stage - 2,11,,3,Croatia,90712,I. Olić,207.0,I. Perišić,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,0-15,True,False,False,False,False
208348,2014,Group Stage - 2,46,,1530,Cameroon,50219,A. Chedjou,2136.0,D. Nounkeu,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,A. Chedjou,D. Nounkeu,,,46-60,False,True,False,False,False
208348,2014,Group Stage - 2,48,,3,Croatia,207,I. Perišić,,,Goal,Normal Goal,Normal Goal,True,Normal,False,False,False,,,,,,,46-60,False,True,False,False,False
208348,2014,Group Stage - 2,61,,3,Croatia,878,M. Mandžukić,15412.0,D. Pranjić,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208348,2014,Group Stage - 2,69,,3,Croatia,90712,I. Olić,80360.0,Eduardo Da Silva,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,I. Olić,Eduardo Da Silva,,,61-75,False,True,False,False,False
208348,2014,Group Stage - 2,70,,1530,Cameroon,386,V. Aboubakar,101865.0,P. Webó,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,V. Aboubakar,P. Webó,,,61-75,False,True,False,False,False
208348,2014,Group Stage - 2,72,,3,Croatia,9569,Sammir,2291.0,M. Kovačić,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Sammir,M. Kovačić,,,61-75,False,True,False,False,False
208348,2014,Group Stage - 2,73,,3,Croatia,878,M. Mandžukić,,,Goal,Normal Goal,Normal Goal,True,Normal,False,False,False,,,,,,,61-75,False,True,False,False,False
208348,2014,Group Stage - 2,75,,1530,Cameroon,275,E. Choupo-Moting,25624.0,E. Salli,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,E. Choupo-Moting,E. Salli,,,61-75,False,True,False,False,False
208348,2014,Group Stage - 2,78,,3,Croatia,207,I. Perišić,1831.0,A. Rebić,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,I. Perišić,A. Rebić,,,76-90,False,True,False,False,False
208349,2014,Group Stage - 2,53,,8,Colombia,33409,V. Ibarbo,6005.0,J. Quintero,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,V. Ibarbo,J. Quintero,,,46-60,False,True,False,False,False
208349,2014,Group Stage - 2,60,,1501,Ivory Coast,42246,W. Bony,102731.0,D. Drogba,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,W. Bony,D. Drogba,,,46-60,False,True,False,False,False
208349,2014,Group Stage - 2,64,,8,Colombia,517,J. Rodríguez,866.0,J. Cuadrado,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208349,2014,Group Stage - 2,67,,1501,Ivory Coast,3244,M. Gradel,25352.0,S. Kalou,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,M. Gradel,S. Kalou,,,61-75,False,True,False,False,False
208349,2014,Group Stage - 2,70,,8,Colombia,6005,J. Quintero,13592.0,T. Gutiérrez,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208349,2014,Group Stage - 2,72,,8,Colombia,10447,P. Armero,30.0,S. Arias,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,P. Armero,S. Arias,,,61-75,False,True,False,False,False
208349,2014,Group Stage - 2,73,,1501,Ivory Coast,3241,G. Serey Die,39051.0,M. Bolly,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,G. Serey Die,M. Bolly,,,61-75,False,True,False,False,False
208349,2014,Group Stage - 2,73,,1501,Ivory Coast,31032,Y. Gervinho,,,Goal,Normal Goal,Normal Goal,True,Normal,False,False,False,,,,,,,61-75,False,True,False,False,False
208349,2014,Group Stage - 2,79,,8,Colombia,13807,A. Aguilar,70737.0,A. Mejía,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,A. Aguilar,A. Mejía,,,76-90,False,True,False,False,False
208350,2014,Group Stage - 2,39,,7,Uruguay,157,L. Suárez,274.0,E. Cavani,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,31-45,True,False,False,False,False
208350,2014,Group Stage - 2,64,,10,England,645,R. Sterling,2287.0,R. Barkley,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,R. Sterling,R. Barkley,,,61-75,False,True,False,False,False
208350,2014,Group Stage - 2,67,,7,Uruguay,2613,N. Lodeiro,2617.0,C. Stuani,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,N. Lodeiro,C. Stuani,,,61-75,False,True,False,False,False
208350,2014,Group Stage - 2,71,,10,England,1469,D. Welbeck,295.0,A. Lallana,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,D. Welbeck,A. Lallana,,,61-75,False,True,False,False,False
208350,2014,Group Stage - 2,75,,10,England,50773,W. Rooney,90491.0,G. Johnson,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208350,2014,Group Stage - 2,79,,7,Uruguay,51463,Á. González,101829.0,J. Fucile,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Á. González,J. Fucile,,,76-90,False,True,False,False,False
208350,2014,Group Stage - 2,85,,7,Uruguay,157,L. Suárez,,,Goal,Normal Goal,Normal Goal,True,Normal,False,False,False,,,,,,,76-90,False,True,False,False,True
208350,2014,Group Stage - 2,87,,10,England,292,J. Henderson,83027.0,R. Lambert,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,J. Henderson,R. Lambert,,,76-90,False,True,False,False,True
208350,2014,Group Stage - 2,88,,7,Uruguay,157,L. Suárez,1477.0,S. Coates,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,L. Suárez,S. Coates,,,76-90,False,True,False,False,True
208351,2014,Group Stage - 2,35,,1117,Greece,462,K. Mitroglou,105229.0,T. Gekas,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,K. Mitroglou,T. Gekas,,,31-45,True,False,False,False,False
208351,2014,Group Stage - 2,41,,1117,Greece,68192,I. Fetfatzidis,114780.0,G. Karagounis,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,I. Fetfatzidis,G. Karagounis,,,31-45,True,False,False,False,False
208351,2014,Group Stage - 2,46,,12,Japan,1819,M. Hasebe,33306.0,Y. Endō,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,M. Hasebe,Y. Endō,,,46-60,False,True,False,False,False
208351,2014,Group Stage - 2,57,,12,Japan,25330,Y. Osako,1991.0,S. Kagawa,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Y. Osako,S. Kagawa,,,46-60,False,True,False,False,False
208351,2014,Group Stage - 2,81,,1117,Greece,91225,P. Kone,117939.0,D. Salpingidis,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,P. Kone,D. Salpingidis,,,76-90,False,True,False,False,True
208352,2014,Group Stage - 2,44,,29,Costa Rica,2849,B. Ruiz,13936.0,J. Díaz,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,31-45,True,False,False,False,False
208352,2014,Group Stage - 2,46,,768,Italy,85062,Thiago Motta,115145.0,A. Cassano,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,Thiago Motta,A. Cassano,,,46-60,False,True,False,False,False
208352,2014,Group Stage - 2,57,,768,Italy,202,A. Candreva,331.0,L. Insigne,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,A. Candreva,L. Insigne,,,46-60,False,True,False,False,False
208352,2014,Group Stage - 2,68,,29,Costa Rica,13951,Y. Tejeda,14007.0,J. Cubero,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,Y. Tejeda,J. Cubero,,,61-75,False,True,False,False,False
208352,2014,Group Stage - 2,69,,768,Italy,1214,C. Marchisio,50158.0,A. Cerci,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,C. Marchisio,A. Cerci,,,61-75,False,True,False,False,False
208352,2014,Group Stage - 2,74,,29,Costa Rica,2845,J. Campbell,14025.0,M. Ureña,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,J. Campbell,M. Ureña,,,61-75,False,True,False,False,False
208352,2014,Group Stage - 2,81,,29,Costa Rica,2849,B. Ruiz,79708.0,R. Brenes,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,B. Ruiz,R. Brenes,,,76-90,False,True,False,False,True
208353,2014,Group Stage - 2,9,,15,Switzerland,949,S. von Bergen,104780.0,P. Senderos,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,S. von Bergen,P. Senderos,,,0-15,True,False,False,False,False
208353,2014,Group Stage - 2,17,,2,France,2295,O. Giroud,1367.0,M. Valbuena,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,16-30,True,False,False,False,False
208353,2014,Group Stage - 2,18,,2,France,869,B. Matuidi,759.0,K. Benzema,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,16-30,True,False,False,False,False
208353,2014,Group Stage - 2,40,,2,France,1367,M. Valbuena,2295.0,O. Giroud,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,31-45,True,False,False,False,False
208353,2014,Group Stage - 2,46,,15,Switzerland,30805,V. Behrami,30478.0,B. Džemaili,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,V. Behrami,B. Džemaili,,,46-60,False,True,False,False,False
208353,2014,Group Stage - 2,63,,2,France,2295,O. Giroud,904.0,P. Pogba,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,O. Giroud,P. Pogba,,,61-75,False,True,False,False,False
208353,2014,Group Stage - 2,66,,2,France,18842,M. Sakho,1443.0,L. Koscielny,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,M. Sakho,L. Koscielny,,,61-75,False,True,False,False,False
208353,2014,Group Stage - 2,67,,2,France,759,K. Benzema,904.0,P. Pogba,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208353,2014,Group Stage - 2,69,,15,Switzerland,582,H. Seferović,25643.0,J. Drmic,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,H. Seferović,J. Drmic,,,61-75,False,True,False,False,False
208353,2014,Group Stage - 2,73,,2,France,179,M. Sissoko,759.0,K. Benzema,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208353,2014,Group Stage - 2,81,,15,Switzerland,30478,B. Džemaili,,,Goal,Normal Goal,Normal Goal,True,Normal,False,False,False,,,,,,,76-90,False,True,False,False,True
208353,2014,Group Stage - 2,82,,2,France,1367,M. Valbuena,56.0,A. Griezmann,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,M. Valbuena,A. Griezmann,,,76-90,False,True,False,False,True
208353,2014,Group Stage - 2,87,,15,Switzerland,1464,G. Xhaka,49854.0,G. İnler,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,76-90,False,True,False,False,True
208354,2014,Group Stage - 2,31,,4672,Honduras,27582,C. Costly,,,Goal,Normal Goal,Normal Goal,True,Normal,False,False,False,,,,,,,31-45,True,False,False,False,False
208354,2014,Group Stage - 2,34,,2382,Ecuador,35533,E. Valencia,,,Goal,Normal Goal,Normal Goal,True,Normal,False,False,False,,,,,,,31-45,True,False,False,False,False
208354,2014,Group Stage - 2,46,,4672,Honduras,1112,E. Izaguirre,117946.0,J. García,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,E. Izaguirre,J. García,,,46-60,False,True,False,False,False
208354,2014,Group Stage - 2,65,,2382,Ecuador,35533,E. Valencia,81201.0,W. Ayoví,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208354,2014,Group Stage - 2,71,,4672,Honduras,14008,L. Garrido,27638.0,M. Martínez,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,L. Garrido,M. Martínez,,,61-75,False,True,False,False,False
208354,2014,Group Stage - 2,82,,4672,Honduras,51089,B. García,117947.0,M. Chávez,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,B. García,M. Chávez,,,76-90,False,True,False,False,True
208354,2014,Group Stage - 2,82,,2382,Ecuador,1861,F. Caicedo,115680.0,É. Méndez,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,F. Caicedo,É. Méndez,,,76-90,False,True,False,False,True
208354,2014,Group Stage - 2,83,,2382,Ecuador,81186,O. Minda,2577.0,C. Gruezo,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,O. Minda,C. Gruezo,,,76-90,False,True,False,False,True
208354,2014,Group Stage - 2,90,2.0,2382,Ecuador,19161,J. Montero,2570.0,G. Achilier,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,J. Montero,G. Achilier,,,76-90,False,True,False,True,True
208355,2014,Group Stage - 2,77,,26,Argentina,2297,G. Higuaín,30489.0,R. Palacio,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,G. Higuaín,R. Palacio,,,76-90,False,True,False,False,False
208355,2014,Group Stage - 2,77,,26,Argentina,642,S. Agüero,13093.0,E. Lavezzi,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,S. Agüero,E. Lavezzi,,,76-90,False,True,False,False,False
208355,2014,Group Stage - 2,77,,22,Iran,2696,M. Shojaei,29760.0,K. Heydari,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,M. Shojaei,K. Heydari,,,76-90,False,True,False,False,False
208355,2014,Group Stage - 2,85,,22,Iran,2693,A. Dejagah,2700.0,A. Jahanbakhsh,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,A. Dejagah,A. Jahanbakhsh,,,76-90,False,True,False,False,True
208355,2014,Group Stage - 2,88,,22,Iran,2685,E. Hajsafi,90014.0,R. Haghighi,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,E. Hajsafi,R. Haghighi,,,76-90,False,True,False,False,True
208355,2014,Group Stage - 2,90,4.0,26,Argentina,266,Á. di María,1637.0,L. Biglia,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,Á. di María,L. Biglia,,,76-90,False,True,False,True,True
208355,2014,Group Stage - 2,90,1.0,26,Argentina,154,L. Messi,,,Goal,Normal Goal,Normal Goal,True,Normal,False,False,False,,,,,,,76-90,False,True,False,True,True
208356,2014,Group Stage - 2,46,,25,Germany,499,J. Boateng,1448.0,S. Mustafi,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,J. Boateng,S. Mustafi,,,46-60,False,True,False,False,False
208356,2014,Group Stage - 2,51,,25,Germany,16,M. Götze,522.0,T. Müller,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,46-60,False,True,False,False,False
208356,2014,Group Stage - 2,52,,1504,Ghana,152,K. Boateng,3428.0,J. Ayew,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,K. Boateng,J. Ayew,,,46-60,False,True,False,False,False
208356,2014,Group Stage - 2,54,,1504,Ghana,1370,A. Ayew,3414.0,H. Afful,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,46-60,False,True,False,False,False
208356,2014,Group Stage - 2,63,,1504,Ghana,3431,A. Gyan,46716.0,S. Muntari,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208356,2014,Group Stage - 2,69,,25,Germany,16,M. Götze,115068.0,M. Klose,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,M. Götze,M. Klose,,,61-75,False,True,False,False,False
208356,2014,Group Stage - 2,70,,25,Germany,868,S. Khedira,50914.0,B. Schweinsteiger,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,S. Khedira,B. Schweinsteiger,,,61-75,False,True,False,False,False
208356,2014,Group Stage - 2,71,,25,Germany,115068,M. Klose,469.0,B. Höwedes,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208356,2014,Group Stage - 2,72,,1504,Ghana,3423,C. Atsu,3426.0,W. Mubarak,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,C. Atsu,W. Mubarak,,,61-75,False,True,False,False,False
208356,2014,Group Stage - 2,78,,1504,Ghana,53686,M. Rabiu,30802.0,E. Agyemang-Badu,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,M. Rabiu,E. Agyemang-Badu,,,76-90,False,True,False,False,False
208357,2014,Group Stage - 2,29,,19,Nigeria,29433,P. Odemwingie,91235.0,E. Emenike,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,16-30,True,False,False,False,False
208357,2014,Group Stage - 2,57,,1113,Bosnia & Herzegovina,1327,I. Hajrović,25359.0,V. Ibišević,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,I. Hajrović,V. Ibišević,,,46-60,False,True,False,False,False
208357,2014,Group Stage - 2,58,,1113,Bosnia & Herzegovina,1855,S. Lulić,90644.0,S. Salihović,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,S. Lulić,S. Salihović,,,46-60,False,True,False,False,False
208357,2014,Group Stage - 2,64,,1113,Bosnia & Herzegovina,50744,H. Medunjanin,37785.0,T. Sušić,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,H. Medunjanin,T. Sušić,,,61-75,False,True,False,False,False
208357,2014,Group Stage - 2,65,,19,Nigeria,2779,A. Musa,82138.0,Shola Ameobi,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,A. Musa,Shola Ameobi,,,61-75,False,True,False,False,False
208357,2014,Group Stage - 2,75,,19,Nigeria,36538,M. Babatunde,113781.0,E. Uzoenyi,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,M. Babatunde,E. Uzoenyi,,,61-75,False,True,False,False,False
208358,2014,Group Stage - 2,31,,1,Belgium,140,T. Vermaelen,170.0,J. Vertonghen,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,T. Vermaelen,J. Vertonghen,,,31-45,True,False,False,False,False
208358,2014,Group Stage - 2,57,,1,Belgium,907,R. Lukaku,305.0,D. Origi,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,R. Lukaku,D. Origi,,,46-60,False,True,False,False,False
208358,2014,Group Stage - 2,62,,4,Russia,53650,A. Kozlov,1773.0,A. Eshchenko,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,A. Kozlov,A. Eshchenko,,,61-75,False,True,False,False,False
208358,2014,Group Stage - 2,75,,1,Belgium,332,D. Mertens,30412.0,K. Mirallas,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,D. Mertens,K. Mirallas,,,61-75,False,True,False,False,False
208358,2014,Group Stage - 2,83,,4,Russia,1219,O. Shatov,835.0,A. Dzagoev,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,O. Shatov,A. Dzagoev,,,76-90,False,True,False,False,True
208358,2014,Group Stage - 2,88,,1,Belgium,305,D. Origi,2296.0,E. Hazard,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,76-90,False,True,False,False,True
208358,2014,Group Stage - 2,90,,4,Russia,53687,A. Samedov,104610.0,A. Kerzhakov,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,A. Samedov,A. Kerzhakov,,,76-90,False,True,False,False,True
208359,2014,Group Stage - 2,26,,1532,Algeria,1374,I. Slimani,3170.0,C. Medjani,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,16-30,True,False,False,False,False
208359,2014,Group Stage - 2,28,,1532,Algeria,3169,R. Halliche,4489.0,A. Djabou,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,16-30,True,False,False,False,False
208359,2014,Group Stage - 2,38,,1532,Algeria,4489,A. Djabou,1374.0,I. Slimani,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,31-45,True,False,False,False,False
208359,2014,Group Stage - 2,50,,17,South Korea,186,Heung-Min Son,18900.0,Sung-Yong Ki,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,46-60,False,True,False,False,False
208359,2014,Group Stage - 2,57,,17,South Korea,34522,Chu-Young Park,34400.0,Shin-Wook Kim,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,Chu-Young Park,Shin-Wook Kim,,,46-60,False,True,False,False,False
208359,2014,Group Stage - 2,62,,1532,Algeria,388,Y. Brahimi,447.0,S. Feghouli,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208359,2014,Group Stage - 2,64,,17,South Korea,2905,Chung-Yong Lee,34441.0,Keun-Ho Lee,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Chung-Yong Lee,Keun-Ho Lee,,,61-75,False,True,False,False,False
208359,2014,Group Stage - 2,72,,17,South Korea,25301,Ja-Cheol Koo,34441.0,Keun-Ho Lee,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208359,2014,Group Stage - 2,73,,1532,Algeria,4489,A. Djabou,50187.0,N. Ghilas,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,A. Djabou,N. Ghilas,,,61-75,False,True,False,False,False
