fixture_id,world_cup_year,date,round,venue_name,venue_city,referee,status,status_long,elapsed_minutes,home_team_id,home_team_name,home_team_winner,away_team_id,away_team_name,away_team_winner,home_goals,away_goals,halftime_home,halftime_away,fulltime_home,fulltime_away,extratime_home,extratime_away,went_to_extra_time,penalty_home,penalty_away,went_to_penalties,day_of_week,match_month,match_hour,is_group_stage,is_knockout,total_goals,goal_difference,home_goal_diff,match_result,decided_by_penalties,decided_by_extra_time,decided_in_regular_time,is_high_scoring,is_clean_sheet_home,is_clean_sheet_away
208358,2014,2014-06-22T16:00:00+00:00,Group Stage - 2,Estadio Jornalista Mário Filho,"Maracanã) (Rio de Janeiro, Rio de Janeiro",,FT,Match Finished,90,1,Belgium,True,4,Russia,False,1,0,0,0,1,0,,,False,,,False,Sunday,6,16,True,False,1,1,1,home_win,False,False,True,False,True,False
208359,2014,2014-06-22T19:00:00+00:00,Group Stage - 2,Estádio José Pinheiro Borba,"Beira-Rio) (Porto Alegre, Rio Grande do Sul",,FT,Match Finished,90,17,South Korea,False,1532,Algeria,True,2,4,0,3,2,4,,,False,,,False,Sunday,6,19,True,False,6,2,-2,away_win,False,False,True,True,False,False
208360,2014,2014-06-22T22:00:00+00:00,Group Stage - 2,Arena Amazônia,Manaus,,FT,Match Finished,90,2384,USA,False,27,Portugal,False,2,2,0,1,2,2,,,False,,,False,Sunday,6,22,True,False,4,0,0,draw,False,False,True,True,False,False
208361,2014,2014-06-23T16:00:00+00:00,Group Stage - 3,Estádio Joaquim Américo Guimarães,Curitiba,,FT,Match Finished,90,20,Australia,False,9,Spain,True,0,3,0,1,0,3,,,False,,,False,Monday,6,16,True,False,3,3,-3,away_win,False,False,True,False,False,True
208362,2014,2014-06-23T16:00:00+00:00,Group Stage - 3,Arena Corinthians,São Paulo,,FT,Match Finished,90,1118,Netherlands,True,2383,Chile,False,2,0,0,0,2,0,,,False,,,False,Monday,6,16,True,False,2,2,2,home_win,False,False,True,False,True,False
208364,2014,2014-06-23T20:00:00+00:00,Group Stage - 3,Itaipava Arena Pernambuco,Recife,,FT,Match Finished,90,3,Croatia,False,16,Mexico,True,1,3,0,0,1,3,,,False,,,False,Monday,6,20,True,False,4,2,-2,away_win,False,False,True,True,False,False
208363,2014,2014-06-23T20:00:00+00:00,Group Stage - 3,Estádio Nacional de Brasília,Brasília,,FT,Match Finished,90,1530,Cameroon,False,6,Brazil,True,1,4,1,2,1,4,,,False,,,False,Monday,6,20,True,False,5,3,-3,away_win,False,False,True,True,False,False
208365,2014,2014-06-24T16:00:00+00:00,Group Stage - 3,Estádio Governador Magalhães Pinto,Belo Horizonte,,FT,Match Finished,90,29,Costa Rica,False,10,England,False,0,0,0,0,0,0,,,False,,,False,Tuesday,6,16,True,False,0,0,0,draw,False,False,True,False,True,True
208366,2014,2014-06-24T16:00:00+00:00,Group Stage - 3,Arena das Dunas,Natal,,FT,Match Finished,90,768,Italy,False,7,Uruguay,True,0,1,0,0,0,1,,,False,,,False,Tuesday,6,16,True,False,1,1,-1,away_win,False,False,True,False,False,True
208367,2014,2014-06-24T20:00:00+00:00,Group Stage - 3,Arena Pantanal,Cuiabá,,FT,Match Finished,90,12,Japan,False,8,Colombia,True,1,4,1,1,1,4,,,False,,,False,Tuesday,6,20,True,False,5,3,-3,away_win,False,False,True,True,False,False
208368,2014,2014-06-24T20:00:00+00:00,Group Stage - 3,Estádio Governador Plácido Aderaldo Castelo,Fortaleza,,FT,Match Finished,90,1117,Greece,True,1501,Ivory Coast,False,2,1,1,0,2,1,,,False,,,False,Tuesday,6,20,True,False,3,1,1,home_win,False,False,True,False,False,False
208369,2014,2014-06-25T16:00:00+00:00,Group Stage - 3,Estádio José Pinheiro Borba,"Beira-Rio) (Porto Alegre, Rio Grande do Sul",,FT,Match Finished,90,19,Nigeria,False,26,Argentina,True,2,3,1,2,2,3,,,False,,,False,Wednesday,6,16,True,False,5,1,-1,away_win,False,False,True,True,False,False
208370,2014,2014-06-25T16:00:00+00:00,Group Stage - 3,Itaipava Arena Fonte Nova,Salvador,,FT,Match Finished,90,1113,Bosnia & Herzegovina,True,22,Iran,False,3,1,1,0,3,1,,,False,,,False,Wednesday,6,16,True,False,4,2,2,home_win,False,False,True,True,False,False
208372,2014,2014-06-25T20:00:00+00:00,Group Stage - 3,Estadio Jornalista Mário Filho,"Maracanã) (Rio de Janeiro, Rio de Janeiro",,FT,Match Finished,90,2382,Ecuador,False,2,France,False,0,0,0,0,0,0,,,False,,,False,Wednesday,6,20,True,False,0,0,0,draw,False,False,True,False,True,True
208371,2014,2014-06-25T20:00:00+00:00,Group Stage - 3,Arena Amazônia,Manaus,,FT,Match Finished,90,4672,Honduras,False,15,Switzerland,True,0,3,0,2,0,3,,,False,,,False,Wednesday,6,20,True,False,3,3,-3,away_win,False,False,True,False,False,True
208373,2014,2014-06-26T16:00:00+00:00,Group Stage - 3,Estádio Nacional de Brasília,Brasília,,FT,Match Finished,90,27,Portugal,True,1504,Ghana,False,2,1,1,0,2,1,,,False,,,False,Thursday,6,16,True,False,3,1,1,home_win,False,False,True,False,False,False
208374,2014,2014-06-26T16:00:00+00:00,Group Stage - 3,Itaipava Arena Pernambuco,Recife,,FT,Match Finished,90,2384,USA,False,25,Germany,True,0,1,0,0,0,1,,,False,,,False,Thursday,6,16,True,False,1,1,-1,away_win,False,False,True,False,False,True
208376,2014,2014-06-26T20:00:00+00:00,Group Stage - 3,Arena Corinthians,São Paulo,,FT,Match Finished,90,17,South Korea,False,1,Belgium,True,0,1,0,0,0,1,,,False,,,False,Thursday,6,20,True,False,1,1,-1,away_win,False,False,True,False,False,True
208375,2014,2014-06-26T20:00:00+00:00,Group Stage - 3,Estádio Joaquim Américo Guimarães,Curitiba,,FT,Match Finished,90,1532,Algeria,False,4,Russia,False,1,1,0,1,1,1,,,False,,,False,Thursday,6,20,True,False,2,0,0,draw,False,False,True,False,False,False
208321,2014,2014-06-28T16:00:00+00:00,Round of 16,Estádio Governador Magalhães Pinto,Belo Horizonte,,PEN,Match Finished,120,6,Brazil,True,2383,Chile,False,2,2,1,1,1,1,1.0,1.0,True,3.0,2.0,True,Saturday,6,16,False,True,4,0,0,draw,True,False,False,True,False,False
208322,2014,2014-06-28T20:00:00+00:00,Round of 16,Estadio Jornalista Mário Filho,"Maracanã) (Rio de Janeiro, Rio de Janeiro",,FT,Match Finished,90,8,Colombia,True,7,Uruguay,False,2,0,1,0,2,0,,,False,,,False,Saturday,6,20,False,True,2,2,2,home_win,False,False,True,False,True,False
208323,2014,2014-06-29T16:00:00+00:00,Round of 16,Estádio Governador Plácido Aderaldo Castelo,Fortaleza,,FT,Match Finished,90,1118,Netherlands,True,16,Mexico,False,2,1,0,0,2,1,,,False,,,False,Sunday,6,16,False,True,3,1,1,home_win,False,False,True,False,False,False
208324,2014,2014-06-29T20:00:00+00:00,Round of 16,Itaipava Arena Pernambuco,Recife,,PEN,Match Finished,120,29,Costa Rica,True,1117,Greece,False,2,2,0,0,1,1,1.0,1.0,True,5.0,3.0,True,Sunday,6,20,False,True,4,0,0,draw,True,False,False,True,False,False
208325,2014,2014-06-30T16:00:00+00:00,Round of 16,Estádio Nacional de Brasília,Brasília,,FT,Match Finished,90,2,France,True,19,Nigeria,False,2,0,0,0,2,0,,,False,,,False,Monday,6,16,False,True,2,2,2,home_win,False,False,True,False,True,False
208326,2014,2014-06-30T20:00:00+00:00,Round of 16,Estádio José Pinheiro Borba,"Beira-Rio) (Porto Alegre, Rio Grande do Sul",,AET,Match Finished,120,25,Germany,True,1532,Algeria,False,2,1,0,0,0,0,2.0,1.0,True,,,False,Monday,6,20,False,True,3,1,1,home_win,False,True,False,False,False,False
208327,2014,2014-07-01T16:00:00+00:00,Round of 16,Arena Corinthians,São Paulo,,AET,Match Finished,120,26,Argentina,True,15,Switzerland,False,1,0,0,0,0,0,1.0,0.0,True,,,False,Tuesday,7,16,False,True,1,1,1,home_win,False,True,False,False,True,False
208328,2014,2014-07-01T20:00:00+00:00,Round of 16,Itaipava Arena Fonte Nova,Salvador,,AET,Match Finished,120,1,Belgium,True,2384,USA,False,2,1,0,0,0,0,2.0,1.0,True,,,False,Tuesday,7,20,False,True,3,1,1,home_win,False,True,False,False,False,False
208313,2014,2014-07-04T16:00:00+00:00,Quarter-finals,Estadio Jornalista Mário Filho,"Maracanã) (Rio de Janeiro, Rio de Janeiro",,FT,Match Finished,90,2,France,False,25,Germany,True,0,1,0,1,0,1,,,False,,,False,Friday,7,16,False,True,1,1,-1,away_win,False,False,True,False,False,True
208314,2014,2014-07-04T20:00:00+00:00,Quarter-finals,Estádio Governador Plácido Aderaldo Castelo,Fortaleza,,FT,Match Finished,90,6,Brazil,True,8,Colombia,False,2,1,1,0,2,1,,,False,,,False,Friday,7,20,False,True,3,1,1,home_win,False,False,True,False,False,False
208315,2014,2014-07-05T16:00:00+00:00,Quarter-finals,Estádio Nacional de Brasília,Brasília,,FT,Match Finished,90,26,Argentina,True,1,Belgium,False,1,0,1,0,1,0,,,False,,,False,Saturday,7,16,False,True,1,1,1,home_win,False,False,True,False,True,False
208316,2014,2014-07-05T20:00:00+00:00,Quarter-finals,Itaipava Arena Fonte Nova,Salvador,,PEN,Match Finished,120,1118,Netherlands,True,29,Costa Rica,False,0,0,0,0,0,0,0.0,0.0,True,4.0,3.0,True,Saturday,7,20,False,True,0,0,0,draw,True,False,False,False,True,True
208317,2014,2014-07-08T20:00:00+00:00,Semi-finals,Estádio Governador Magalhães Pinto,Belo Horizonte,,FT,Match Finished,90,6,Brazil,False,25,Germany,True,1,7,0,5,1,7,,,False,,,False,Tuesday,7,20,False,True,8,6,-6,away_win,False,False,True,True,False,False
208318,2014,2014-07-09T20:00:00+00:00,Semi-finals,Arena Corinthians,São Paulo,,PEN,Match Finished,120,1118,Netherlands,False,26,Argentina,True,0,0,0,0,0,0,0.0,0.0,True,2.0,4.0,True,Wednesday,7,20,False,True,0,0,0,draw,True,False,False,False,True,True
208319,2014,2014-07-12T20:00:00+00:00,3rd Place Final,Estádio Nacional de Brasília,Brasília,,FT,Match Finished,90,6,Brazil,False,1118,Netherlands,True,0,3,0,2,0,3,,,False,,,False,Saturday,7,20,False,True,3,3,-3,away_win,False,False,True,False,False,True
208320,2014,2014-07-13T19:00:00+00:00,Final,Estadio Jornalista Mário Filho,"Maracanã) (Rio de Janeiro, Rio de Janeiro",,AET,Match Finished,120,25,Germany,True,26,Argentina,False,1,0,0,0,0,0,1.0,0.0,True,,,False,Sunday,7,19,False,True,1,1,1,home_win,False,True,False,False,True,False
135777,2018,2018-06-14T15:00:00+00:00,Group Stage - 1,Stadion Luzhniki,Moskva,N. Pitana,FT,Match Finished,90,4,Russia,True,23,Saudi Arabia,False,5,0,2,0,5,0,,,False,,,False,Thursday,6,15,True,False,5,5,5,home_win,False,False,True,True,True,False
135778,2018,2018-06-15T12:00:00+00:00,Group Stage - 1,Ekaterinburg Arena,Ekaterinburg,B. Kuipers,FT,Match Finished,90,32,Egypt,False,7,Uruguay,True,0,1,0,0,0,1,,,False,,,False,Friday,6,12,True,False,1,1,-1,away_win,False,False,True,False,False,True
135779,2018,2018-06-15T15:00:00+00:00,Group Stage - 1,Saint-Petersburg Stadium,St. Petersburg,C. Çakιr,FT,Match Finished,90,31,Morocco,False,22,Iran,True,0,1,0,0,0,1,,,False,,,False,Friday,6,15,True,False,1,1,-1,away_win,False,False,True,False,False,True
135780,2018,2018-06-15T18:00:00+00:00,Group Stage - 1,Olimpiyskiy Stadion Fisht,Sochi,G. Rocchi,FT,Match Finished,90,27,Portugal,False,9,Spain,False,3,3,2,1,3,3,,,False,,,False,Friday,6,18,True,False,6,0,0,draw,False,False,True,True,False,False
135781,2018,2018-06-16T10:00:00+00:00,Group Stage - 1,Kazan' Arena,Kazan',A. Cunha,FT,Match Finished,90,2,France,True,20,Australia,False,2,1,0,0,2,1,,,False,,,False,Saturday,6,10,True,False,3,1,1,home_win,False,False,True,False,False,False
135782,2018,2018-06-16T13:00:00+00:00,Group Stage - 1,Otkrytiye Arena,Moskva,S. Marciniak,FT,Match Finished,90,26,Argentina,False,18,Iceland,False,1,1,1,1,1,1,,,False,,,False,Saturday,6,13,True,False,2,0,0,draw,False,False,True,False,False,False
135783,2018,2018-06-16T16:00:00+00:00,Group Stage - 1,Mordovia Arena,Saransk,B. Gassama,FT,Match Finished,90,30,Peru,False,21,Denmark,True,0,1,0,0,0,1,,,False,,,False,Saturday,6,16,True,False,1,1,-1,away_win,False,False,True,False,False,True
135784,2018,2018-06-16T19:00:00+00:00,Group Stage - 1,Stadion Kaliningrad,Kaliningrad,Sandro Ricci,FT,Match Finished,90,3,Croatia,True,19,Nigeria,False,2,0,1,0,2,0,,,False,,,False,Saturday,6,19,True,False,2,2,2,home_win,False,False,True,False,True,False
135785,2018,2018-06-17T12:00:00+00:00,Group Stage - 1,Solidarnost Arena,Samara,M. Diedhiou,FT,Match Finished,90,29,Costa Rica,False,14,Serbia,True,0,1,0,0,0,1,,,False,,,False,Sunday,6,12,True,False,1,1,-1,away_win,False,False,True,False,False,True
135786,2018,2018-06-17T15:00:00+00:00,Group Stage - 1,Stadion Luzhniki,Moskva,A. Faghani,FT,Match Finished,90,25,Germany,False,16,Mexico,True,0,1,0,1,0,1,,,False,,,False,Sunday,6,15,True,False,1,1,-1,away_win,False,False,True,False,False,True
135787,2018,2018-06-17T18:00:00+00:00,Group Stage - 1,Rostov Arena,Rostov-na-Donu,C. Ramos,FT,Match Finished,90,6,Brazil,False,15,Switzerland,False,1,1,1,0,1,1,,,False,,,False,Sunday,6,18,True,False,2,0,0,draw,False,False,True,False,False,False
135788,2018,2018-06-18T12:00:00+00:00,Group Stage - 1,Stadion Nizhny Novgorod,Nizhniy Novgorod,J. Aguilar,FT,Match Finished,90,5,Sweden,True,17,South Korea,False,1,0,0,0,1,0,,,False,,,False,Monday,6,12,True,False,1,1,1,home_win,False,False,True,False,True,False
135789,2018,2018-06-18T15:00:00+00:00,Group Stage - 1,Olimpiyskiy Stadion Fisht,Sochi,J. Sikazwe,FT,Match Finished,90,1,Belgium,True,11,Panama,False,3,0,0,0,3,0,,,False,,,False,Monday,6,15,True,False,3,3,3,home_win,False,False,True,False,True,False
135790,2018,2018-06-18T18:00:00+00:00,Group Stage - 1,Volgograd Arena,Volgograd,W. Roldán,FT,Match Finished,90,28,Tunisia,False,10,England,True,1,2,1,1,1,2,,,False,,,False,Monday,6,18,True,False,3,1,-1,away_win,False,False,True,False,False,False
135791,2018,2018-06-19T12:00:00+00:00,Group Stage - 1,Mordovia Arena,Saransk,D. Skomina,FT,Match Finished,90,8,Colombia,False,12,Japan,True,1,2,1,1,1,2,,,False,,,False,Tuesday,6,12,True,False,3,1,-1,away_win,False,False,True,False,False,False
135792,2018,2018-06-19T15:00:00+00:00,Group Stage - 1,Otkrytiye Arena,Moskva,Nawaf Shukralla,FT,Match Finished,90,24,Poland,False,13,Senegal,True,1,2,0,1,1,2,,,False,,,False,Tuesday,6,15,True,False,3,1,-1,away_win,False,False,True,False,False,False
135793,2018,2018-06-19T18:00:00+00:00,Group Stage - 2,Saint-Petersburg Stadium,St. Petersburg,E. Cáceres,FT,Match Finished,90,4,Russia,True,32,Egypt,False,3,1,0,0,3,1,,,False,,,False,Tuesday,6,18,True,False,4,2,2,home_win,False,False,True,True,False,False
135794,2018,2018-06-20T12:00:00+00:00,Group Stage - 2,Stadion Luzhniki,Moskva,M. Geiger,FT,Match Finished,90,27,Portugal,True,31,Morocco,False,1,0,1,0,1,0,,,False,,,False,Wednesday,6,12,True,False,1,1,1,home_win,False,False,True,False,True,False
135795,2018,2018-06-20T15:00:00+00:00,Group Stage - 2,Rostov Arena,Rostov-na-Donu,C. Turpin,FT,Match Finished,90,7,Uruguay,True,23,Saudi Arabia,False,1,0,1,0,1,0,,,False,,,False,Wednesday,6,15,True,False,1,1,1,home_win,False,False,True,False,True,False
135796,2018,2018-06-20T18:00:00+00:00,Group Stage - 2,Kazan' Arena,Kazan',A. Cunha,FT,Match Finished,90,22,Iran,False,9,Spain,True,0,1,0,0,0,1,,,False,,,False,Wednesday,6,18,True,False,1,1,-1,away_win,False,False,True,False,False,True
135797,2018,2018-06-21T12:00:00+00:00,Group Stage - 2,Solidarnost Arena,Samara,Antonio Mateu,FT,Match Finished,90,21,Denmark,False,20,Australia,False,1,1,1,1,1,1,,,False,,,False,Thursday,6,12,True,False,2,0,0,draw,False,False,True,False,False,False
135798,2018,2018-06-21T15:00:00+00:00,Group Stage - 2,Ekaterinburg Arena,Ekaterinburg,Mohamed Abdulla Hassan Mohd,FT,Match Finished,90,2,France,True,30,Peru,False,1,0,1,0,1,0,,,False,,,False,Thursday,6,15,True,False,1,1,1,home_win,False,False,True,False,True,False
135799,2018,2018-06-21T18:00:00+00:00,Group Stage - 2,Stadion Nizhny Novgorod,Nizhniy Novgorod,R. Irmatov,FT,Match Finished,90,26,Argentina,False,3,Croatia,True,0,3,0,0,0,3,,,False,,,False,Thursday,6,18,True,False,3,3,-3,away_win,False,False,True,False,False,True
135800,2018,2018-06-22T12:00:00+00:00,Group Stage - 2,Saint-Petersburg Stadium,St. Petersburg,B. Kuipers,FT,Match Finished,90,6,Brazil,True,29,Costa Rica,False,2,0,0,0,2,0,,,False,,,False,Friday,6,12,True,False,2,2,2,home_win,False,False,True,False,True,False
135801,2018,2018-06-22T15:00:00+00:00,Group Stage - 2,Volgograd Arena,Volgograd,M. Conger,FT,Match Finished,90,19,Nigeria,True,18,Iceland,False,2,0,0,0,2,0,,,False,,,False,Friday,6,15,True,False,2,2,2,home_win,False,False,True,False,True,False
135802,2018,2018-06-22T18:00:00+00:00,Group Stage - 2,Stadion Kaliningrad,Kaliningrad,F. Brych,FT,Match Finished,90,14,Serbia,False,15,Switzerland,True,1,2,1,0,1,2,,,False,,,False,Friday,6,18,True,False,3,1,-1,away_win,False,False,True,False,False,False
135803,2018,2018-06-23T12:00:00+00:00,Group Stage - 2,Otkrytiye Arena,Moskva,J. Marrufo,FT,Match Finished,90,1,Belgium,True,28,Tunisia,False,5,2,3,1,5,2,,,False,,,False,Saturday,6,12,True,False,7,3,3,home_win,False,False,True,True,False,False
135804,2018,2018-06-23T15:00:00+00:00,Group Stage - 2,Rostov Arena,Rostov-na-Donu,M. Mažić,FT,Match Finished,90,17,South Korea,False,16,Mexico,True,1,2,0,1,1,2,,,False,,,False,Saturday,6,15,True,False,3,1,-1,away_win,False,False,True,False,False,False
135805,2018,2018-06-23T18:00:00+00:00,Group Stage - 2,Olimpiyskiy Stadion Fisht,Sochi,S. Marciniak,FT,Match Finished,90,25,Germany,True,5,Sweden,False,2,1,0,1,2,1,,,False,,,False,Saturday,6,18,True,False,3,1,1,home_win,False,False,True,False,False,False
135806,2018,2018-06-24T12:00:00+00:00,Group Stage - 2,Stadion Nizhny Novgorod,Nizhniy Novgorod,Ghead Grisha,FT,Match Finished,90,10,England,True,11,Panama,False,6,1,5,0,6,1,,,False,,,False,Sunday,6,12,True,False,7,5,5,home_win,False,False,True,True,False,False
135807,2018,2018-06-24T15:00:00+00:00,Group Stage - 2,Ekaterinburg Arena,Ekaterinburg,G. Rocchi,FT,Match Finished,90,12,Japan,False,13,Senegal,False,2,2,1,1,2,2,,,False,,,False,Sunday,6,15,True,False,4,0,0,draw,False,False,True,True,False,False
135808,2018,2018-06-24T18:00:00+00:00,Group Stage - 2,Kazan' Arena,Kazan',C. Ramos,FT,Match Finished,90,24,Poland,False,8,Colombia,True,0,3,0,1,0,3,,,False,,,False,Sunday,6,18,True,False,3,3,-3,away_win,False,False,True,False,False,True
135809,2018,2018-06-25T14:00:00+00:00,Group Stage - 3,Solidarnost Arena,Samara,M. Diedhiou,FT,Match Finished,90,7,Uruguay,True,4,Russia,False,3,0,2,0,3,0,,,False,,,False,Monday,6,14,True,False,3,3,3,home_win,False,False,True,False,True,False
135810,2018,2018-06-25T14:00:00+00:00,Group Stage - 3,Volgograd Arena,Volgograd,W. Roldán,FT,Match Finished,90,23,Saudi Arabia,True,32,Egypt,False,2,1,1,1,2,1,,,False,,,False,Monday,6,14,True,False,3,1,1,home_win,False,False,True,False,False,False
135812,2018,2018-06-25T18:00:00+00:00,Group Stage - 3,Stadion Kaliningrad,Kaliningrad,R. Irmatov,FT,Match Finished,90,9,Spain,False,31,Morocco,False,2,2,1,1,2,2,,,False,,,False,Monday,6,18,True,False,4,0,0,draw,False,False,True,True,False,False
135811,2018,2018-06-25T18:00:00+00:00,Group Stage - 3,Mordovia Arena,Saransk,E. Cáceres,FT,Match Finished,90,22,Iran,False,27,Portugal,False,1,1,0,1,1,1,,,False,,,False,Monday,6,18,True,False,2,0,0,draw,False,False,True,False,False,False
135814,2018,2018-06-26T14:00:00+00:00,Group Stage - 3,Olimpiyskiy Stadion Fisht,Sochi,S. Karasev,FT,Match Finished,90,20,Australia,False,30,Peru,True,0,2,0,1,0,2,,,False,,,False,Tuesday,6,14,True,False,2,2,-2,away_win,False,False,True,False,False,True
135813,2018,2018-06-26T14:00:00+00:00,Group Stage - 3,Stadion Luzhniki,Moskva,Sandro Ricci,FT,Match Finished,90,21,Denmark,False,2,France,False,0,0,0,0,0,0,,,False,,,False,Tuesday,6,14,True,False,0,0,0,draw,False,False,True,False,True,True
135816,2018,2018-06-26T18:00:00+00:00,Group Stage - 3,Rostov Arena,Rostov-na-Donu,Antonio Mateu,FT,Match Finished,90,18,Iceland,False,3,Croatia,True,1,2,0,0,1,2,,,False,,,False,Tuesday,6,18,True,False,3,1,-1,away_win,False,False,True,False,False,False
135815,2018,2018-06-26T18:00:00+00:00,Group Stage - 3,Saint-Petersburg Stadium,St. Petersburg,C. Çakιr,FT,Match Finished,90,19,Nigeria,False,26,Argentina,True,1,2,0,1,1,2,,,False,,,False,Tuesday,6,18,True,False,3,1,-1,away_win,False,False,True,False,False,False
135818,2018,2018-06-27T14:00:00+00:00,Group Stage - 3,Ekaterinburg Arena,Ekaterinburg,N. Pitana,FT,Match Finished,90,16,Mexico,False,5,Sweden,True,0,3,0,0,0,3,,,False,,,False,Wednesday,6,14,True,False,3,3,-3,away_win,False,False,True,False,False,True
135817,2018,2018-06-27T14:00:00+00:00,Group Stage - 3,Kazan' Arena,Kazan',M. Geiger,FT,Match Finished,90,17,South Korea,True,25,Germany,False,2,0,0,0,2,0,,,False,,,False,Wednesday,6,14,True,False,2,2,2,home_win,False,False,True,False,True,False
135819,2018,2018-06-27T18:00:00+00:00,Group Stage - 3,Otkrytiye Arena,Moskva,A. Faghani,FT,Match Finished,90,14,Serbia,False,6,Brazil,True,0,2,0,1,0,2,,,False,,,False,Wednesday,6,18,True,False,2,2,-2,away_win,False,False,True,False,False,True
135820,2018,2018-06-27T18:00:00+00:00,Group Stage - 3,Stadion Nizhny Novgorod,Nizhniy Novgorod,C. Turpin,FT,Match Finished,90,15,Switzerland,False,29,Costa Rica,False,2,2,1,0,2,2,,,False,,,False,Wednesday,6,18,True,False,4,0,0,draw,False,False,True,True,False,False
135821,2018,2018-06-28T14:00:00+00:00,Group Stage - 3,Volgograd Arena,Volgograd,J. Sikazwe,FT,Match Finished,90,12,Japan,False,24,Poland,True,0,1,0,0,0,1,,,False,,,False,Thursday,6,14,True,False,1,1,-1,away_win,False,False,True,False,False,True
135822,2018,2018-06-28T14:00:00+00:00,Group Stage - 3,Solidarnost Arena,Samara,M. Mažić,FT,Match Finished,90,13,Senegal,False,8,Colombia,True,0,1,0,0,0,1,,,False,,,False,Thursday,6,14,True,False,1,1,-1,away_win,False,False,True,False,False,True
135823,2018,2018-06-28T18:00:00+00:00,Group Stage - 3,Stadion Kaliningrad,Kaliningrad,D. Skomina,FT,Match Finished,90,10,England,False,1,Belgium,True,0,1,0,0,0,1,,,False,,,False,Thursday,6,18,True,False,1,1,-1,away_win,False,False,True,False,False,True
135824,2018,2018-06-28T18:00:00+00:00,Group Stage - 3,Mordovia Arena,Saransk,Nawaf Shukralla,FT,Match Finished,90,11,Panama,False,28,Tunisia,True,1,2,1,0,1,2,,,False,,,False,Thursday,6,18,True,False,3,1,-1,away_win,False,False,True,False,False,False
135761,2018,2018-06-30T14:00:00+00:00,Round of 16,Kazan' Arena,Kazan',A. Faghani,FT,Match Finished,90,2,France,True,26,Argentina,False,4,3,1,1,4,3,,,False,,,False,Saturday,6,14,False,True,7,1,1,home_win,False,False,True,True,False,False
135762,2018,2018-06-30T18:00:00+00:00,Round of 16,Olimpiyskiy Stadion Fisht,Sochi,C. Ramos,FT,Match Finished,90,7,Uruguay,True,27,Portugal,False,2,1,1,0,2,1,,,False,,,False,Saturday,6,18,False,True,3,1,1,home_win,False,False,True,False,False,False
135763,2018,2018-07-01T14:00:00+00:00,Round of 16,Stadion Luzhniki,Moskva,B. Kuipers,PEN,Match Finished,120,9,Spain,False,4,Russia,True,1,1,1,1,1,1,0.0,0.0,True,3.0,4.0,True,Sunday,7,14,False,True,2,0,0,draw,True,False,False,False,False,False
135764,2018,2018-07-01T18:00:00+00:00,Round of 16,Stadion Nizhny Novgorod,Nizhniy Novgorod,N. Pitana,PEN,Match Finished,120,3,Croatia,True,21,Denmark,False,1,1,1,1,1,1,0.0,0.0,True,3.0,2.0,True,Sunday,7,18,False,True,2,0,0,draw,True,False,False,False,False,False
135765,2018,2018-07-02T14:00:00+00:00,Round of 16,Solidarnost Arena,Samara,G. Rocchi,FT,Match Finished,90,6,Brazil,True,16,Mexico,False,2,0,0,0,2,0,,,False,,,False,Monday,7,14,False,True,2,2,2,home_win,False,False,True,False,True,False
135766,2018,2018-07-02T18:00:00+00:00,Round of 16,Rostov Arena,Rostov-na-Donu,M. Diedhiou,FT,Match Finished,90,1,Belgium,True,12,Japan,False,3,2,0,0,3,2,,,False,,,False,Monday,7,18,False,True,5,1,1,home_win,False,False,True,True,False,False
135767,2018,2018-07-03T14:00:00+00:00,Round of 16,Saint-Petersburg Stadium,St. Petersburg,D. Skomina,FT,Match Finished,90,5,Sweden,True,15,Switzerland,False,1,0,0,0,1,0,,,False,,,False,Tuesday,7,14,False,True,1,1,1,home_win,False,False,True,False,True,False
135768,2018,2018-07-03T18:00:00+00:00,Round of 16,Otkrytiye Arena,Moskva,M. Geiger,PEN,Match Finished,120,8,Colombia,False,10,England,True,1,1,0,0,1,1,0.0,0.0,True,3.0,4.0,True,Tuesday,7,18,False,True,2,0,0,draw,True,False,False,False,False,False
135769,2018,2018-07-06T14:00:00+00:00,Quarter-finals,Stadion Nizhny Novgorod,Nizhniy Novgorod,N. Pitana,FT,Match Finished,90,7,Uruguay,False,2,France,True,0,2,0,1,0,2,,,False,,,False,Friday,7,14,False,True,2,2,-2,away_win,False,False,True,False,False,True
135770,2018,2018-07-06T18:00:00+00:00,Quarter-finals,Kazan' Arena,Kazan',M. Mažić,FT,Match Finished,90,6,Brazil,False,1,Belgium,True,1,2,0,2,1,2,,,False,,,False,Friday,7,18,False,True,3,1,-1,away_win,False,False,True,False,False,False
135771,2018,2018-07-07T14:00:00+00:00,Quarter-finals,Solidarnost Arena,Samara,B. Kuipers,FT,Match Finished,90,5,Sweden,False,10,England,True,0,2,0,1,0,2,,,False,,,False,Saturday,7,14,False,True,2,2,-2,away_win,False,False,True,False,False,True
135772,2018,2018-07-07T18:00:00+00:00,Quarter-finals,Olimpiyskiy Stadion Fisht,Sochi,Sandro Ricci,PEN,Match Finished,120,4,Russia,False,3,Croatia,True,2,2,1,1,1,1,1.0,1.0,True,3.0,4.0,True,Saturday,7,18,False,True,4,0,0,draw,True,False,False,True,False,False
