fixture_id,world_cup_year,round,time_elapsed,time_extra,team_id,team_name,player_id,player_name,assist_id,assist_name,event_type,event_detail,comments
208436,2010,Group Stage - 3,81,,21,Denmark,117965,J. Tomasson,,,Goal,Normal Goal,
208436,2010,Group Stage - 3,87,,12,Japan,18787,S. Okazaki,6857.0,K. Honda,Goal,Normal Goal,
208436,2010,Group Stage - 3,88,,12,Japan,33290,Y. Ōkubo,33311.0,Y. Konno,subst,Substitution 2,
208436,2010,Group Stage - 3,90,1.0,12,Japan,33306,Y. Endo,91964.0,J. Inamoto,subst,Substitution 3,
208437,2010,Group Stage - 3,44,,6,Brazil,9929,Felipe Melo,114422.0,Josué,subst,Substitution 1,
208437,2010,Group Stage - 3,54,,27,Portugal,104838,Duda,116873.0,Simão,subst,Substitution 1,
208437,2010,Group Stage - 3,64,,27,Portugal,373,Pepe,116663.0,Pedro Mendes,subst,Substitution 2,
208437,2010,Group Stage - 3,82,,6,Brazil,43003,Júlio Baptista,12788.0,Ramires,subst,Substitution 2,
208437,2010,Group Stage - 3,84,,27,Portugal,114800,Raul Meireles,30781.0,Miguel Veloso,subst,Substitution 3,
208437,2010,Group Stage - 3,85,,6,Brazil,80394,Luís Fabiano,80368.0,Grafite,subst,Substitution 3,
208438,2010,Group Stage - 3,14,,1501,Ivory Coast,90493,Y. Touré,105235.0,A. Boka,Goal,Normal Goal,
208438,2010,Group Stage - 3,20,,1501,Ivory Coast,113635,C. Romaric,,,Goal,Normal Goal,
208438,2010,Group Stage - 3,64,,1501,Ivory Coast,31032,Y. Gervinho,117967.0,A. Dindane,subst,Substitution 1,
208438,2010,Group Stage - 3,64,,1501,Ivory Coast,117977,A. Keïta,25352.0,S. Kalou,subst,Substitution 2,
208438,2010,Group Stage - 3,67,,1561,North Korea,104288,Mun In-Guk,104383.0,Choe Kum-Chol,subst,Substitution 1,
208438,2010,Group Stage - 3,79,,1501,Ivory Coast,113635,C. Romaric,47524.0,S. Doumbia,subst,Substitution 3,
208438,2010,Group Stage - 3,82,,1501,Ivory Coast,25352,S. Kalou,105235.0,A. Boka,Goal,Normal Goal,
208439,2010,Group Stage - 3,24,,9,Spain,33257,David Villa,,,Goal,Normal Goal,
208439,2010,Group Stage - 3,37,,9,Spain,33243,Andrés Iniesta,33257.0,David Villa,Goal,Normal Goal,
208439,2010,Group Stage - 3,46,,2383,Chile,11430,J. Valdivia,11434.0,E. Paredes,subst,Substitution 1,
208439,2010,Group Stage - 3,46,,2383,Chile,12313,M. González,35944.0,R. Millar,subst,Substitution 2,
208439,2010,Group Stage - 3,47,,2383,Chile,35944,R. Millar,910.0,A. Sánchez,Goal,Normal Goal,
208439,2010,Group Stage - 3,55,,9,Spain,33413,Fernando Torres,108.0,Fàbregas,subst,Substitution 1,
208439,2010,Group Stage - 3,65,,2383,Chile,910,A. Sánchez,47390.0,F. Orellana,subst,Substitution 3,
208439,2010,Group Stage - 3,73,,9,Spain,90657,Xabi Alonso,514.0,Javi Martínez,subst,Substitution 2,
208440,2010,Group Stage - 3,46,,15,Switzerland,1816,G. Fernandes,118046.0,H. Yakin,subst,Substitution 1,
208440,2010,Group Stage - 3,67,,4672,Honduras,27514,R. Núñez,88996.0,W. Martínez,subst,Substitution 1,
208440,2010,Group Stage - 3,69,,15,Switzerland,117970,B. Nkufo,117969.0,A. Frei,subst,Substitution 2,
208440,2010,Group Stage - 3,78,,15,Switzerland,117978,B. Huggel,307.0,X. Shaqiri,subst,Substitution 3,
208440,2010,Group Stage - 3,78,,4672,Honduras,88908,J. Palacios,109076.0,G. Welcome,subst,Substitution 2,
208440,2010,Group Stage - 3,87,,4672,Honduras,115364,D. Suazo,117971.0,D. Turcios,subst,Substitution 3,
208329,2014,Group stage - 1,11,,3,Croatia,743,Marcelo,,,Goal,Own Goal,
208329,2014,Group stage - 1,29,,6,Brazil,276,Neymar,12692.0,Oscar,Goal,Normal Goal,
208329,2014,Group stage - 1,61,,3,Croatia,2291,M. Kovačić,201.0,M. Brozović,subst,Substitution 1,
208329,2014,Group stage - 1,63,,6,Brazil,12719,Paulinho,9959.0,Hernanes,subst,Substitution 1,
208329,2014,Group stage - 1,68,,6,Brazil,12705,Hulk,18761.0,Bernard,subst,Substitution 2,
208329,2014,Group stage - 1,71,,6,Brazil,276,Neymar,,,Goal,Penalty,
208329,2014,Group stage - 1,78,,3,Croatia,12464,N. Jelavić,1831.0,A. Rebić,subst,Substitution 2,
208329,2014,Group stage - 1,88,,6,Brazil,276,Neymar,12788.0,Ramires,subst,Substitution 3,
208329,2014,Group stage - 1,90,1.0,6,Brazil,12692,Oscar,12788.0,Ramires,Goal,Normal Goal,
208330,2014,Group stage - 1,46,,1530,Cameroon,104158,C. Djeugoue,2136.0,D. Nounkeu,subst,Substitution 1,
208330,2014,Group stage - 1,61,,16,Mexico,35606,O. Peralta,,,Goal,Normal Goal,
208330,2014,Group stage - 1,69,,16,Mexico,1573,A. Guardado,50741.0,M. Fabián,subst,Substitution 1,
208330,2014,Group stage - 1,74,,16,Mexico,35606,O. Peralta,2886.0,J. Hernández,subst,Substitution 2,
208330,2014,Group stage - 1,79,,1530,Cameroon,48528,A. Song,101865.0,P. Webó,subst,Substitution 2,
208330,2014,Group stage - 1,90,2.0,16,Mexico,382,H. Herrera,36006.0,C. Salcido,subst,Substitution 3,
208331,2014,Group stage - 1,27,,9,Spain,90657,Xabi Alonso,,,Goal,Penalty,
208331,2014,Group stage - 1,44,,1118,Netherlands,37162,R. van Persie,531.0,D. Blind,Goal,Normal Goal,
208331,2014,Group stage - 1,53,,1118,Netherlands,516,A. Robben,531.0,D. Blind,Goal,Normal Goal,
208331,2014,Group stage - 1,62,,1118,Netherlands,1815,J. de Guzmán,300.0,G. Wijnaldum,subst,Substitution 1,
208331,2014,Group stage - 1,63,,9,Spain,54,Diego Costa,33413.0,Fernando Torres,subst,Substitution 1,
208331,2014,Group stage - 1,63,,9,Spain,90657,Xabi Alonso,2299.0,Pedro,subst,Substitution 2,
208331,2014,Group stage - 1,64,,1118,Netherlands,194,S. de Vrij,42309.0,W. Sneijder,Goal,Normal Goal,
208331,2014,Group stage - 1,72,,1118,Netherlands,37162,R. van Persie,,,Goal,Normal Goal,
208331,2014,Group stage - 1,77,,1118,Netherlands,194,S. de Vrij,537.0,J. Veltman,subst,Substitution 2,
208331,2014,Group stage - 1,78,,9,Spain,634,David Silva,108.0,Fàbregas,subst,Substitution 3,
208331,2014,Group stage - 1,79,,1118,Netherlands,37162,R. van Persie,1992.0,J. Lens,subst,Substitution 3,
208331,2014,Group stage - 1,80,,1118,Netherlands,516,A. Robben,,,Goal,Normal Goal,
208332,2014,Group stage - 1,12,,2383,Chile,910,A. Sánchez,,,Goal,Normal Goal,
208332,2014,Group stage - 1,14,,2383,Chile,11430,J. Valdivia,910.0,A. Sánchez,Goal,Normal Goal,
208332,2014,Group stage - 1,35,,20,Australia,77105,T. Cahill,6798.0,I. Franjić,Goal,Normal Goal,
208332,2014,Group stage - 1,49,,20,Australia,6798,I. Franjić,45031.0,R. McGowan,subst,Substitution 1,
208332,2014,Group stage - 1,60,,2383,Chile,151,A. Vidal,51260.0,F. Gutiérrez,subst,Substitution 1,
208332,2014,Group stage - 1,68,,2383,Chile,11430,J. Valdivia,11825.0,J. Beausejour,subst,Substitution 2,
208332,2014,Group stage - 1,69,,20,Australia,7055,T. Oar,6880.0,B. Halloran,subst,Substitution 2,
208332,2014,Group stage - 1,78,,20,Australia,104161,M. Bresciano,6869.0,J. Troisi,subst,Substitution 3,
208332,2014,Group stage - 1,88,,2383,Chile,35534,E. Vargas,11556.0,M. Pinilla,subst,Substitution 3,
208332,2014,Group stage - 1,90,2.0,2383,Chile,11825,J. Beausejour,,,Goal,Normal Goal,
208333,2014,Group stage - 1,5,,8,Colombia,10447,P. Armero,866.0,J. Cuadrado,Goal,Normal Goal,
208333,2014,Group stage - 1,57,,1117,Greece,117939,D. Salpingidis,68192.0,I. Fetfatzidis,subst,Substitution 1,
208333,2014,Group stage - 1,58,,8,Colombia,13592,T. Gutiérrez,13807.0,A. Aguilar,Goal,Normal Goal,
208333,2014,Group stage - 1,64,,1117,Greece,105229,T. Gekas,462.0,K. Mitroglou,subst,Substitution 2,
208333,2014,Group stage - 1,69,,8,Colombia,13807,A. Aguilar,70737.0,A. Mejía,subst,Substitution 1,
208333,2014,Group stage - 1,74,,8,Colombia,10447,P. Armero,30.0,S. Arias,subst,Substitution 2,
208333,2014,Group stage - 1,76,,8,Colombia,13592,T. Gutiérrez,41373.0,J. Martínez,subst,Substitution 3,
208333,2014,Group stage - 1,78,,1117,Greece,91225,P. Kone,114780.0,G. Karagounis,subst,Substitution 3,
208333,2014,Group stage - 1,90,3.0,8,Colombia,517,J. Rodríguez,866.0,J. Cuadrado,Goal,Normal Goal,
208334,2014,Group stage - 1,24,,7,Uruguay,274,E. Cavani,,,Goal,Penalty,
208334,2014,Group stage - 1,54,,29,Costa Rica,2845,J. Campbell,,,Goal,Normal Goal,
208334,2014,Group stage - 1,57,,29,Costa Rica,47328,Ó. Duarte,13884.0,C. Bolaños,Goal,Normal Goal,
208334,2014,Group stage - 1,60,,7,Uruguay,110391,D. Forlán,2613.0,N. Lodeiro,subst,Substitution 1,
208334,2014,Group stage - 1,60,,7,Uruguay,51607,W. Gargano,51463.0,Á. González,subst,Substitution 2,
208334,2014,Group stage - 1,74,,29,Costa Rica,13951,Y. Tejeda,14007.0,J. Cubero,subst,Substitution 1,
208334,2014,Group stage - 1,76,,7,Uruguay,51612,C. Rodríguez,844.0,A. Hernández,subst,Substitution 3,
208334,2014,Group stage - 1,83,,29,Costa Rica,2849,B. Ruiz,14025.0,M. Ureña,subst,Substitution 2,
208334,2014,Group stage - 1,84,,29,Costa Rica,14025,M. Ureña,2845.0,J. Campbell,Goal,Normal Goal,
208334,2014,Group stage - 1,89,,29,Costa Rica,13884,C. Bolaños,13882.0,M. Barrantes,subst,Substitution 3,
208335,2014,Group stage - 1,35,,768,Italy,1214,C. Marchisio,273.0,M. Verratti,Goal,Normal Goal,
208335,2014,Group stage - 1,37,,10,England,308,D. Sturridge,50773.0,W. Rooney,Goal,Normal Goal,
208335,2014,Group stage - 1,50,,768,Italy,1917,M. Balotelli,202.0,A. Candreva,Goal,Normal Goal,
208335,2014,Group stage - 1,57,,768,Italy,273,M. Verratti,85062.0,Thiago Motta,subst,Substitution 1,
208335,2014,Group stage - 1,61,,10,England,1469,D. Welbeck,2287.0,R. Barkley,subst,Substitution 1,
208335,2014,Group stage - 1,73,,10,England,292,J. Henderson,18829.0,J. Wilshere,subst,Substitution 2,
208335,2014,Group stage - 1,73,,768,Italy,1917,M. Balotelli,1863.0,C. Immobile,subst,Substitution 2,
208335,2014,Group stage - 1,79,,768,Italy,202,A. Candreva,1857.0,M. Parolo,subst,Substitution 3,
208335,2014,Group stage - 1,80,,10,England,308,D. Sturridge,295.0,A. Lallana,subst,Substitution 3,
208336,2014,Group stage - 1,16,,12,Japan,6857,K. Honda,440.0,Y. Nagatomo,Goal,Normal Goal,
208336,2014,Group stage - 1,54,,12,Japan,1819,M. Hasebe,33306.0,Y. Endō,subst,Substitution 1,
208336,2014,Group stage - 1,62,,1501,Ivory Coast,3241,G. Serey Die,102731.0,D. Drogba,subst,Substitution 1,
208336,2014,Group stage - 1,64,,1501,Ivory Coast,42246,W. Bony,163.0,S. Aurier,Goal,Normal Goal,
208336,2014,Group stage - 1,66,,1501,Ivory Coast,31032,Y. Gervinho,163.0,S. Aurier,Goal,Normal Goal,
208336,2014,Group stage - 1,68,,12,Japan,25330,Y. Osako,33290.0,Y. Ōkubo,subst,Substitution 2,
208336,2014,Group stage - 1,75,,1501,Ivory Coast,105235,A. Boka,90713.0,C. Djakpa,subst,Substitution 2,
208336,2014,Group stage - 1,78,,1501,Ivory Coast,42246,W. Bony,114934.0,D. Ya Konan,subst,Substitution 3,
208336,2014,Group stage - 1,86,,12,Japan,1991,S. Kagawa,33183.0,Y. Kakitani,subst,Substitution 3,
208337,2014,Group stage - 1,22,,2382,Ecuador,35533,E. Valencia,81201.0,W. Ayoví,Goal,Normal Goal,
208337,2014,Group stage - 1,46,,15,Switzerland,48386,V. Stocker,2808.0,A. Mehmedi,subst,Substitution 1,
208337,2014,Group stage - 1,48,,15,Switzerland,2808,A. Mehmedi,1631.0,R. Rodriguez,Goal,Normal Goal,
208337,2014,Group stage - 1,70,,2382,Ecuador,1861,F. Caicedo,80556.0,M. Arroyo,subst,Substitution 1,
208337,2014,Group stage - 1,75,,15,Switzerland,25643,J. Drmic,582.0,H. Seferović,subst,Substitution 2,
208337,2014,Group stage - 1,77,,2382,Ecuador,19161,J. Montero,9973.0,J. Rojas,subst,Substitution 2,
208337,2014,Group stage - 1,90,3.0,15,Switzerland,582,H. Seferović,1631.0,R. Rodriguez,Goal,Normal Goal,
208338,2014,Group stage - 1,45,,2,France,759,K. Benzema,,,Goal,Penalty,
208338,2014,Group stage - 1,46,,4672,Honduras,105403,V. Bernárdez,89010.0,O. Chávez,subst,Substitution 1,
208338,2014,Group stage - 1,46,,4672,Honduras,27549,J. Bengtson,51089.0,B. García,subst,Substitution 2,
208338,2014,Group stage - 1,48,,2,France,117940,N. Valladares,,,Goal,Own Goal,
208338,2014,Group stage - 1,57,,2,France,904,P. Pogba,179.0,M. Sissoko,subst,Substitution 1,
208338,2014,Group stage - 1,58,,4672,Honduras,1415,A. Najar,27630.0,J. Claros,subst,Substitution 3,
208338,2014,Group stage - 1,65,,2,France,90488,Y. Cabaye,87082.0,R. Mavuba,subst,Substitution 2,
208338,2014,Group stage - 1,72,,2,France,759,K. Benzema,87077.0,P. Evra,Goal,Normal Goal,
208338,2014,Group stage - 1,78,,2,France,1367,M. Valbuena,2295.0,O. Giroud,subst,Substitution 3,
208339,2014,Group stage - 1,3,,26,Argentina,1442,S. Kolašinac,,,Goal,Own Goal,
208339,2014,Group stage - 1,46,,26,Argentina,31478,H. Campagnaro,74837.0,F. Gago,subst,Substitution 1,
208339,2014,Group stage - 1,46,,26,Argentina,6353,M. Rodríguez,2297.0,G. Higuaín,subst,Substitution 2,
208339,2014,Group stage - 1,65,,26,Argentina,154,L. Messi,2297.0,G. Higuaín,Goal,Normal Goal,
208339,2014,Group stage - 1,69,,1113,Bosnia & Herzegovina,114926,M. Mujdža,25359.0,V. Ibišević,subst,Substitution 1,
208339,2014,Group stage - 1,71,,1113,Bosnia & Herzegovina,1327,I. Hajrović,49860.0,E. Višća,subst,Substitution 2,
208339,2014,Group stage - 1,74,,1113,Bosnia & Herzegovina,115103,Z. Misimović,50744.0,H. Medunjanin,subst,Substitution 3,
208339,2014,Group stage - 1,84,,1113,Bosnia & Herzegovina,25359,V. Ibišević,1855.0,S. Lulić,Goal,Normal Goal,
208339,2014,Group stage - 1,87,,26,Argentina,642,S. Agüero,1637.0,L. Biglia,subst,Substitution 3,
208340,2014,Group stage - 1,12,,25,Germany,522,T. Müller,,,Goal,Penalty,
208340,2014,Group stage - 1,28,,27,Portugal,41658,Hugo Almeida,492.0,Éder,subst,Substitution 1,
208340,2014,Group stage - 1,32,,25,Germany,501,M. Hummels,752.0,T. Kroos,Goal,Normal Goal,
208340,2014,Group stage - 1,45,1.0,25,Germany,522,T. Müller,,,Goal,Normal Goal,
208340,2014,Group stage - 1,46,,27,Portugal,30781,Miguel Veloso,41439.0,Ricardo Costa,subst,Substitution 2,
208340,2014,Group stage - 1,63,,25,Germany,1458,M. Özil,19031.0,A. Schürrle,subst,Substitution 1,
208340,2014,Group stage - 1,65,,27,Portugal,41176,Fábio Coentrão,562.0,André Almeida,subst,Substitution 3,
208340,2014,Group stage - 1,73,,25,Germany,501,M. Hummels,1448.0,S. Mustafi,subst,Substitution 2,
208340,2014,Group stage - 1,78,,25,Germany,522,T. Müller,,,Goal,Normal Goal,
208340,2014,Group stage - 1,82,,25,Germany,522,T. Müller,33255.0,L. Podolski,subst,Substitution 3,
208341,2014,Group stage - 1,29,,19,Nigeria,14366,G. Oboabona,114797.0,J. Yobo,subst,Substitution 1,
208341,2014,Group stage - 1,52,,19,Nigeria,1347,V. Moses,82138.0,Shola Ameobi,subst,Substitution 2,
208341,2014,Group stage - 1,69,,19,Nigeria,46685,R. Azeez,29433.0,P. Odemwingie,subst,Substitution 3,
208341,2014,Group stage - 1,78,,22,Iran,2693,A. Dejagah,2700.0,A. Jahanbakhsh,subst,Substitution 1,
208341,2014,Group stage - 1,89,,22,Iran,29760,K. Heydari,2696.0,M. Shojaei,subst,Substitution 2,
208342,2014,Group stage - 1,1,,2384,USA,105378,C. Dempsey,105385.0,J. Jones,Goal,Normal Goal,
208342,2014,Group stage - 1,23,,2384,USA,50820,J. Altidore,25328.0,A. Jóhannsson,subst,Substitution 1,
208342,2014,Group stage - 1,46,,2384,USA,51250,M. Besler,25397.0,J. Brooks,subst,Substitution 2,
208342,2014,Group stage - 1,59,,1504,Ghana,3428,J. Ayew,152.0,K. Boateng,subst,Substitution 1,
208342,2014,Group stage - 1,71,,1504,Ghana,53686,M. Rabiu,106799.0,M. Essien,subst,Substitution 2,
208342,2014,Group stage - 1,77,,2384,USA,50740,A. Bedoya,51257.0,G. Zusi,subst,Substitution 3,
208342,2014,Group stage - 1,78,,1504,Ghana,3423,C. Atsu,19183.0,A. Adomah,subst,Substitution 3,
208342,2014,Group stage - 1,82,,1504,Ghana,1370,A. Ayew,3431.0,A. Gyan,Goal,Normal Goal,
208342,2014,Group stage - 1,86,,2384,USA,25397,J. Brooks,51257.0,G. Zusi,Goal,Normal Goal,
208343,2014,Group stage - 1,25,,1532,Algeria,447,S. Feghouli,,,Goal,Penalty,
208343,2014,Group stage - 1,46,,1,Belgium,106,N. Chadli,332.0,D. Mertens,subst,Substitution 1,
208343,2014,Group stage - 1,58,,1,Belgium,907,R. Lukaku,305.0,D. Origi,subst,Substitution 2,
208343,2014,Group stage - 1,65,,1,Belgium,2921,M. Dembélé,12753.0,M. Fellaini,subst,Substitution 3,
208343,2014,Group stage - 1,66,,1532,Algeria,3179,E. Soudani,1374.0,I. Slimani,subst,Substitution 1,
208343,2014,Group stage - 1,70,,1,Belgium,12753,M. Fellaini,629.0,K. De Bruyne,Goal,Normal Goal,
208343,2014,Group stage - 1,71,,1532,Algeria,635,R. Mahrez,46829.0,M. Lacen,subst,Substitution 2,
208343,2014,Group stage - 1,80,,1,Belgium,332,D. Mertens,2296.0,E. Hazard,Goal,Normal Goal,
208343,2014,Group stage - 1,84,,1532,Algeria,3170,C. Medjani,50187.0,N. Ghilas,subst,Substitution 3,
208345,2014,Group stage - 2,46,,6,Brazil,12788,Ramires,18761.0,Bernard,subst,Substitution 1,
208345,2014,Group stage - 2,68,,6,Brazil,10104,Fred,32906.0,Jô,subst,Substitution 2,
208345,2014,Group stage - 2,74,,16,Mexico,35606,O. Peralta,2886.0,J. Hernández,subst,Substitution 1,
208345,2014,Group stage - 2,76,,16,Mexico,382,H. Herrera,50741.0,M. Fabián,subst,Substitution 2,
208345,2014,Group stage - 2,84,,6,Brazil,12692,Oscar,2294.0,Willian,subst,Substitution 3,
208345,2014,Group stage - 2,84,,16,Mexico,105371,G. dos Santos,2887.0,R. Jiménez,subst,Substitution 3,
208344,2014,Group stage - 1,56,,17,South Korea,34522,Chu-Young Park,34441.0,Keun-Ho Lee,subst,Substitution 1,
208344,2014,Group stage - 1,59,,4,Russia,1219,O. Shatov,835.0,A. Dzagoev,subst,Substitution 1,
208344,2014,Group stage - 1,68,,17,South Korea,34441,Keun-Ho Lee,34655.0,Kook-Young Han,Goal,Normal Goal,
208344,2014,Group stage - 1,71,,4,Russia,1220,Y. Zhirkov,104610.0,A. Kerzhakov,subst,Substitution 2,
208344,2014,Group stage - 1,72,,4,Russia,1780,D. Glushakov,477.0,I. Denisov,subst,Substitution 3,
208344,2014,Group stage - 1,72,,17,South Korea,34376,Jeong-Ho Hong,33331.0,Seok-Ho Hwang,subst,Substitution 2,
208344,2014,Group stage - 1,74,,4,Russia,104610,A. Kerzhakov,1773.0,A. Eshchenko,Goal,Normal Goal,
208344,2014,Group stage - 1,84,,17,South Korea,186,Heung-Min Son,34428.0,Bo-Kyung Kim,subst,Substitution 3,
208346,2014,Group stage - 2,20,,1118,Netherlands,516,A. Robben,531.0,D. Blind,Goal,Normal Goal,
208346,2014,Group stage - 2,21,,20,Australia,77105,T. Cahill,45031.0,R. McGowan,Goal,Normal Goal,
208346,2014,Group stage - 2,45,3.0,1118,Netherlands,19497,B. Martins Indi,667.0,M. Depay,subst,Substitution 1,
208346,2014,Group stage - 2,51,,20,Australia,104161,M. Bresciano,44866.0,O. Bozanić,subst,Substitution 1,
208346,2014,Group stage - 2,54,,20,Australia,19189,M. Jedinak,,,Goal,Penalty,
208346,2014,Group stage - 2,58,,1118,Netherlands,37162,R. van Persie,667.0,M. Depay,Goal,Normal Goal,
208346,2014,Group stage - 2,68,,1118,Netherlands,667,M. Depay,1815.0,J. de Guzmán,Goal,Normal Goal,
208346,2014,Group stage - 2,69,,20,Australia,77105,T. Cahill,6880.0,B. Halloran,subst,Substitution 2,
208346,2014,Group stage - 2,77,,20,Australia,7055,T. Oar,34711.0,A. Taggart,subst,Substitution 3,
208346,2014,Group stage - 2,78,,1118,Netherlands,1815,J. de Guzmán,300.0,G. Wijnaldum,subst,Substitution 2,
208346,2014,Group stage - 2,87,,1118,Netherlands,37162,R. van Persie,1992.0,J. Lens,subst,Substitution 3,
208347,2014,Group stage - 2,20,,2383,Chile,35534,E. Vargas,974.0,C. Aránguiz,Goal,Normal Goal,
208347,2014,Group stage - 2,43,,2383,Chile,974,C. Aránguiz,,,Goal,Normal Goal,
208347,2014,Group stage - 2,46,,9,Spain,90657,Xabi Alonso,50.0,Koke,subst,Substitution 1,
208347,2014,Group stage - 2,64,,9,Spain,54,Diego Costa,33413.0,Fernando Torres,subst,Substitution 2,
208347,2014,Group stage - 2,64,,2383,Chile,974,C. Aránguiz,51260.0,F. Gutiérrez,subst,Substitution 1,
208347,2014,Group stage - 2,76,,9,Spain,2299,Pedro,1695.0,Cazorla,subst,Substitution 3,
208347,2014,Group stage - 2,85,,2383,Chile,35534,E. Vargas,11430.0,J. Valdivia,subst,Substitution 2,
208347,2014,Group stage - 2,88,,2383,Chile,151,A. Vidal,11425.0,C. Carmona,subst,Substitution 3,
208348,2014,Group stage - 2,11,,3,Croatia,90712,I. Olić,207.0,I. Perišić,Goal,Normal Goal,
208348,2014,Group stage - 2,46,,1530,Cameroon,50219,A. Chedjou,2136.0,D. Nounkeu,subst,Substitution 1,
208348,2014,Group stage - 2,48,,3,Croatia,207,I. Perišić,,,Goal,Normal Goal,
208348,2014,Group stage - 2,61,,3,Croatia,878,M. Mandžukić,15412.0,D. Pranjić,Goal,Normal Goal,
208348,2014,Group stage - 2,69,,3,Croatia,90712,I. Olić,80360.0,Eduardo Da Silva,subst,Substitution 1,
208348,2014,Group stage - 2,70,,1530,Cameroon,386,V. Aboubakar,101865.0,P. Webó,subst,Substitution 2,
208348,2014,Group stage - 2,72,,3,Croatia,9569,Sammir,2291.0,M. Kovačić,subst,Substitution 2,
208348,2014,Group stage - 2,73,,3,Croatia,878,M. Mandžukić,,,Goal,Normal Goal,
208348,2014,Group stage - 2,75,,1530,Cameroon,275,E. Choupo-Moting,25624.0,E. Salli,subst,Substitution 3,
208348,2014,Group stage - 2,78,,3,Croatia,207,I. Perišić,1831.0,A. Rebić,subst,Substitution 3,
208349,2014,Group stage - 2,53,,8,Colombia,33409,V. Ibarbo,6005.0,J. Quintero,subst,Substitution 1,
208349,2014,Group stage - 2,60,,1501,Ivory Coast,42246,W. Bony,102731.0,D. Drogba,subst,Substitution 1,
208349,2014,Group stage - 2,64,,8,Colombia,517,J. Rodríguez,866.0,J. Cuadrado,Goal,Normal Goal,
208349,2014,Group stage - 2,67,,1501,Ivory Coast,3244,M. Gradel,25352.0,S. Kalou,subst,Substitution 2,
208349,2014,Group stage - 2,70,,8,Colombia,6005,J. Quintero,13592.0,T. Gutiérrez,Goal,Normal Goal,
208349,2014,Group stage - 2,72,,8,Colombia,10447,P. Armero,30.0,S. Arias,subst,Substitution 2,
208349,2014,Group stage - 2,73,,1501,Ivory Coast,3241,G. Serey Die,39051.0,M. Bolly,subst,Substitution 3,
208349,2014,Group stage - 2,73,,1501,Ivory Coast,31032,Y. Gervinho,,,Goal,Normal Goal,
208349,2014,Group stage - 2,79,,8,Colombia,13807,A. Aguilar,70737.0,A. Mejía,subst,Substitution 3,
208350,2014,Group stage - 2,39,,7,Uruguay,157,L. Suárez,274.0,E. Cavani,Goal,Normal Goal,
208350,2014,Group stage - 2,64,,10,England,645,R. Sterling,2287.0,R. Barkley,subst,Substitution 1,
208350,2014,Group stage - 2,67,,7,Uruguay,2613,N. Lodeiro,2617.0,C. Stuani,subst,Substitution 1,
208350,2014,Group stage - 2,71,,10,England,1469,D. Welbeck,295.0,A. Lallana,subst,Substitution 2,
208350,2014,Group stage - 2,75,,10,England,50773,W. Rooney,90491.0,G. Johnson,Goal,Normal Goal,
208350,2014,Group stage - 2,79,,7,Uruguay,51463,Á. González,101829.0,J. Fucile,subst,Substitution 2,
208350,2014,Group stage - 2,85,,7,Uruguay,157,L. Suárez,,,Goal,Normal Goal,
208350,2014,Group stage - 2,87,,10,England,292,J. Henderson,83027.0,R. Lambert,subst,Substitution 3,
208350,2014,Group stage - 2,88,,7,Uruguay,157,L. Suárez,1477.0,S. Coates,subst,Substitution 3,
208351,2014,Group stage - 2,35,,1117,Greece,462,K. Mitroglou,105229.0,T. Gekas,subst,Substitution 1,
208351,2014,Group stage - 2,41,,1117,Greece,68192,I. Fetfatzidis,114780.0,G. Karagounis,subst,Substitution 2,
208351,2014,Group stage - 2,46,,12,Japan,1819,M. Hasebe,33306.0,Y. Endō,subst,Substitution 1,
208351,2014,Group stage - 2,57,,12,Japan,25330,Y. Osako,1991.0,S. Kagawa,subst,Substitution 2,
208351,2014,Group stage - 2,81,,1117,Greece,91225,P. Kone,117939.0,D. Salpingidis,subst,Substitution 3,
208352,2014,Group stage - 2,44,,29,Costa Rica,2849,B. Ruiz,13936.0,J. Díaz,Goal,Normal Goal,
208352,2014,Group stage - 2,46,,768,Italy,85062,Thiago Motta,115145.0,A. Cassano,subst,Substitution 1,
208352,2014,Group stage - 2,57,,768,Italy,202,A. Candreva,331.0,L. Insigne,subst,Substitution 2,
208352,2014,Group stage - 2,68,,29,Costa Rica,13951,Y. Tejeda,14007.0,J. Cubero,subst,Substitution 1,
208352,2014,Group stage - 2,69,,768,Italy,1214,C. Marchisio,50158.0,A. Cerci,subst,Substitution 3,
208352,2014,Group stage - 2,74,,29,Costa Rica,2845,J. Campbell,14025.0,M. Ureña,subst,Substitution 2,
208352,2014,Group stage - 2,81,,29,Costa Rica,2849,B. Ruiz,79708.0,R. Brenes,subst,Substitution 3,
208353,2014,Group stage - 2,9,,15,Switzerland,949,S. von Bergen,104780.0,P. Senderos,subst,Substitution 1,
208353,2014,Group stage - 2,17,,2,France,2295,O. Giroud,1367.0,M. Valbuena,Goal,Normal Goal,
208353,2014,Group stage - 2,18,,2,France,869,B. Matuidi,759.0,K. Benzema,Goal,Normal Goal,
208353,2014,Group stage - 2,40,,2,France,1367,M. Valbuena,2295.0,O. Giroud,Goal,Normal Goal,
208353,2014,Group stage - 2,46,,15,Switzerland,30805,V. Behrami,30478.0,B. Džemaili,subst,Substitution 2,
208353,2014,Group stage - 2,63,,2,France,2295,O. Giroud,904.0,P. Pogba,subst,Substitution 1,
208353,2014,Group stage - 2,66,,2,France,18842,M. Sakho,1443.0,L. Koscielny,subst,Substitution 2,
208353,2014,Group stage - 2,67,,2,France,759,K. Benzema,904.0,P. Pogba,Goal,Normal Goal,
